"PhraseID","EN","PT-BR"
"QID18_Choice185","Miramelinda Montessori School","Escola Miramelinda Montessori"
"QID18_Choice186","Morse (JK)","Morse (JK)"
"QID18_Choice187","Morse (Special Start)","Morse (Special Start)"
"QID18_Choice188","Morse Preschool (DHSP)","Pré-escola Morse (DHSP)"
"QID18_Choice189","Newtowne School Inc.","Newtowne School Inc."
"QID18_Choice190","Nurtury Inc. @ Harvard Street","Nurtury Inc. na Harvard Street"
"QID18_Choice191","Panda Bilingual Child Care (East Cambridge)","Panda Bilingual Child Care (East Cambridge)"
"QID18_Choice192","Panda Bilingual Daycare (North Cambridge)","Panda Bilingual Daycare (North Cambridge)"
"QID18_Choice193","Parents Nursery School","Parents Nursery School"
"QID18_Choice194","Peabody (JK)","Peabody (JK)"
"QID18_Choice195","Peabody (Special Start)","Peabody (Special Start)"
"QID18_Choice196","Peabody Preschool (DHSP)","Pré-escola Peabody (DHSP)"
"QID18_Choice197","Pena Bautista, Carmen","Pena Bautista, Carmen"
"QID18_Choice198","Pine Village Preschool - Kendall","Pré-escola Pine Village - Kendall"
"QID18_Choice199","Pine Village Preschool - Porter","Pré-escola Pine Village - Porter"
"QID18_Choice200","Preschool of the Arts - East Cambridge","Pré-escola of the Arts - East Cambridge"
"QID18_Choice201","Preschool of the Arts - Harvard Square","Pré-escola de artes - Harvard Square"
"QID18_Choice202","Preschool of the Arts - Inman Square","Pré-escola de artes - Inman Square"
"QID18_Choice203","Preschool of the Arts - West Cambridge","Pré-escola de artes - West Cambridge"
"QID18_Choice204","Rock & Roll - Broadway","Rock & Roll - Broadway"
"QID18_Choice205","Rock & Roll - Broadway Annex","Rock & Roll - Broadway Annex"
"QID18_Choice206","Rock & Roll - Central Square","Rock & Roll - Praça Central"
"QID18_Choice207","Rock & Roll - East Cambridge","Rock & Roll - East Cambridge"
"QID18_Choice208","Rock & Roll - East Cambridge Annex","Rock & Roll - East Cambridge Annex"
"QID18_Choice209","Rock & Roll - Huron Village","Rock & Roll - Huron Village"
"QID18_Choice210","Rock & Roll - Inman Square","Rock & Roll - Inman Square"
"QID18_Choice211","Rock & Roll - Lechmere","Rock & Roll - Lechmere"
"QID18_Choice212","Rock & Roll - Northpoint","Rock & Roll - Northpoint"
"QID18_Choice213","Rock & Roll - Porter Square","Rock & Roll - Porter Square"
"QID18_Choice214","Santana Romero, Laura","Santana Romero, Laura"
"QID18_Choice215","Shady Hill School","Escola Shady Hill"
"QID18_Choice216","Simpson, Lillian","Simpson, Lillian"
"QID18_Choice217","Smith, Christina","Smith, Christina"
"QID18_Choice218","Snapdragon Montessori School","Escola Snapdragon Montessori"
"QID18_Choice219","St. Peter's School","St. Peter's School"
"QID18_Choice220","Sunrise Learning Academy 2, LLC","Sunrise Learning Academy 2, LLC"
"QID18_Choice221","Taylor, Annette","Taylor, Annette"
"QID18_Choice222","Technology Childcare Center - Kendall","Centro Tecnológico de Cuidados Infantis - Kendall"
"QID18_Choice223","Technology Childcare Center - Stata","Centro Tecnológico de Cuidados Infantis - Stata"
"QID18_Choice224","Technology Childrens Center - David H. Koch Childcare Center","Centro Tecnológico de Cuidados Infantis - Centro Infantil David H. Koch"
"QID18_Choice225","Technology Childrens Center - North Court","Centro Tecnológico de Cuidados Infantis - North Court"
"QID18_Choice226","Thomas, Sarah","Thomas, Sarah"
"QID18_Choice227","Tobin (Special Start)","Tobin (Início especial)"
"QID18_Choice228","Tobin Montessori Children's House","Tobin Montessori Children's House"
"QID18_Choice229","Torres, Maria C.","Torres, Maria C."
"QID18_Choice230","Two Little Owls Schoolhouse","Two Little Owls Schoolhouse"
"QID18_Choice231","Violeta Montessori School, Inc.","Violeta Montessori School, Inc."
"QID18_Choice232","Wild Rose Montessori","Wild Rose Montessori"
"QID18_Choice233","Wildflower Montessori","Wildflower Montessori"
"QID18_Choice234","Windsor Preschool (DHSP)","Pré-escola de Windsor (DHSP)"
"QID18_Choice235","Winston, Emily","Winston, Emily"
"QID18_Choice236","Yudon, Tsering","Yudon, Tsering"
"QID18_Choice237","Zarchi, Elka","Zarchi, Elka"
"QID137_QuestionText","<i>If your program is not on this list but you believe it should be, please contact Charlotte Petty at cpetty@gse.harvard.edu.</i>","<i>Se o seu programa não estiver nessa lista, mas você acredita que ele deveria estar, por favor entre em contato com Charlotte Petty pelo e-mail cpetty@gse.harvard.edu.</i>"
"QID21_QuestionText","How would you describe your current role in early education? <br><i>Check all that apply</i>","Como você descreveria sua função atual na educação infantil? <br><i>Marque todas as opções aplicáveis</i>"
"QID21_Choice1","My role involves working directly with children (e.g., educator, teacher, caregiver, or family child care provider)","Minha função envolve trabalhar diretamente com crianças (por exemplo, educador, professor, cuidador ou prestador de cuidados infantis familiares)"
"QID21_Choice2","My role involves supporting those working directly with children (e.g., administrator, center director, education coordinator, instructional coach)","Minha função envolve apoiar aqueles que trabalham diretamente com crianças (por exemplo, administrador, diretor de centro, coordenador educacional, instrutor)"
"QID21_Choice3","My role is the owner/operator of my own early childhood program","Meu papel é o de proprietário/operador do meu próprio programa para a primeira infância"
"QID23_QuestionText","Is your current role in this program full- or part-time?","Sua função atual nesse programa é de período integral ou parcial?"
"QID23_Choice1","Full-time","Tempo integral"
"QID23_Choice2","Part-time","Meio período"
"QID24_QuestionText","How many hours a week do you currently work for this program?<br><i>Please type only a number (e.g., if you work 30 hours a week, please type: 30)</i><br>","Quantas horas por semana você trabalha atualmente para este programa?<br><i>Digite apenas um número (por exemplo, se você trabalha 30 horas por semana, por favor digite: 30)</i><br>"
"QID22_QuestionText","What is your primary role in your program?<br>","Qual é a sua função principal no programa?<br>"
"QID22_Choice1","Assistant Program Director/Assistant Principal","Diretor Assistente de Programa/Diretor Assistente"
"QID22_Choice2","Assistant Teacher","Professor Assistente"
"QID22_Choice3","Coach","Treinador"
"QID22_Choice4","Family Child Care Provider","Prestador de Cuidados Infantis Familiares"
"QID22_Choice5","Lead Teacher","Professor Líder"
"QID22_Choice6","Paraprofessional","Paraprofissional"
"QID22_Choice7","Program Director/Principal","Diretor/Chefe do Programa"
"QID22_Choice8","Teacher","Professor"
"QID22_Choice9","Other, please explain:","Outro, favor explicar:"
"QID63_QuestionText","<b>Program Leadership</b><br>In this section, we will ask you about challenges you confront as a program leader.<br>","<b>Liderança de Programa</b><br>Nesta seção, perguntaremos sobre os desafios que você enfrenta como líder de programa.<br>"
"QID64_QuestionText","How many employees (including yourself) currently work at your program?<br><i>(If you are in a larger school serving other age groups, how many employees support children under 5?)</i><br>","Quantos funcionários (incluindo você) trabalham atualmente em seu programa?<br><i>(Se você estiver em uma escola maior que atende a outras faixas etárias, quantos funcionários dão apoio a crianças menores de 5 anos?)</i><br>"
"QID67_QuestionText","How big of a challenge has <b>finding and recruiting&nbsp;</b>staff been to your program?","Quão grande foi o desafio de <b>encontrar e recrutar&nbsp; </b>pessoal para o seu programa?"
"QID67_Choice1","A major challenge","Um grande desafio"
"QID67_Choice2","A minor challenge","Um pequeno desafio"
"QID67_Choice3","Not at all a challenge","Não foi um desafio de forma alguma"
"QID68_QuestionText","How big of a challenge has <b>retaining </b>staff been to your program?&nbsp;","Quão grande foi o desafio de <b>reter</b> funcionários para o seu programa?&nbsp;"
"QID68_Choice1","A major challenge","Um grande desafio"
"QID68_Choice2","A minor challenge","Um pequeno desafio"
"QID68_Choice3","Not at all a challenge","Não foi um desafio de forma alguma"
"QID65_QuestionText","Since September 2022, have you had any staff vacancies?<br>","Desde setembro de 2022, houve alguma vaga na equipe?<br>"
"QID65_Choice1","Yes","Sim"
"QID65_Choice2","No","Não"
"QID66_QuestionText","How many positions have been vacant?","Quantos cargos ficaram vagos?"
"QID69_QuestionText","Have you had to do any of the following due to staffing shortages?<br>","Você teve que fazer alguma das seguintes ações devido à falta de pessoal?<br>"
"QID69_Choice1","Reduce number of children served","Reduzir o número de crianças atendidas"
"QID69_Choice2","Reduce number of classrooms at site","Reduzir o número de salas de aula no local"
"QID69_Choice5","Reduce the amount of planning time/meeting time for teachers","Reduza a quantidade de tempo de planejamento/tempo de reunião para os professores"
"QID69_Choice3","Hire under-qualified teachers","Contratar professores pouco qualificados"
"QID69_Choice4","Have current staff take on more hours or responsibilities","Fazer com que a equipe atual assuma mais horas ou responsabilidades"
"QID69_Answer1","Yes","Sim"
"QID69_Answer2","No","Não"
"QID132_QuestionText","<b>Open ended questions<br></b>These questions are to help document some of the&nbsp;ways you think and feel about your role.<br>","<b>Perguntas abertas<br></b>Essas perguntas servem para ajudar a documentar algumas das&nbsp;maneiras como você pensa e se sente em relação à sua função.<br>"
"QID134_QuestionText","What do you wish others knew about your role as an early educator?","O que você gostaria que as pessoas soubessem sobre sua função como educador infantil?"
"QID135_QuestionText","What do you enjoy most about your role as an early educator?","O que você mais gosta em sua função de educador infantil?"
"QID136_QuestionText","What do you most wish you could change about your role as an early educator?","O que você mais gostaria de poder mudar em sua função de educador infantil?"
"QID62_QuestionText","<b>Classroom Enrollment<br></b>In this section, we will ask about enrollment in your classroom.","<b>Matrícula em Sala de Aula<br></b>Nesta seção, perguntaremos sobre a matrícula em sua sala de aula."
"QID28_QuestionText","Please indicate the age groups you are currently <b>working with directly</b> (e.g., in your class).&nbsp;<br><i>Check all that apply</i><br>","Indique as faixas etárias com as quais você está atualmente <b>trabalhando diretamente</b> (por exemplo, em sua classe).&nbsp;<br><i>Marque todas as opções aplicáveis</i><br>"
"QID28_Choice1","Infants (less than 15 months old)","Bebês (menos de 15 meses de idade)"
"QID28_Choice2","Toddlers (16-36 months old)","Crianças pequenas (16 a 36 meses de idade)"
"QID28_Choice3","Preschoolers (3-4 year olds not yet eligible for kindergarten)","Pré-escolares (crianças de 3 a 4 anos que ainda não se qualificam para o jardim de infância)"
"QID28_Choice4","Elementary school and older (kindergarten or older)","Ensino fundamental ou posterior (jardim de infância ou posterior)"
"QID47_QuestionText","On a typical day, how many children are you responsible for?<br><i>Please type only a number (e.g., if you are responsible for 12 children, please type: 12)</i><br>","Em um dia normal, por quantas crianças você é responsável?<br><i>Digite apenas um número (por exemplo, se você for responsável por 12 crianças, digite: 12)</i><br>"
"QID46_QuestionText","How many of these children are English language learners?<br><i>Please type only a number</i><br>","Quantas dessas crianças são estudantes de inglês?<br><i>Por favor, digite apenas um número</i><br>"
"QID51_QuestionText","How many of these children have inconsistent attendance?<br><i>Please type only a number</i><br>","Quantas dessas crianças têm frequência inconsistente?<br><i>Por favor, digite apenas um número</i><br>"
"QID45_QuestionText","How many of these children have diagnosed learning disabilities?<br><i>Please type only a number</i><br>","Quantas dessas crianças têm diagnóstico de dificuldades de aprendizagem?<br><i>Por favor, digite apenas um número</i><br>"
"QID49_QuestionText","How many of these children have diagnosed physical disabilities?<br><i>Please type only a number</i><br>","Quantas dessas crianças têm deficiências físicas diagnosticadas?<br><i>Por favor, digite apenas um número</i><br>"
"QID41_QuestionText","On a typical day, how many adults are present in your classroom?<br><i>Please type only a number (e.g., if you have 2 adults, please type: 2)</i><br>","Em um dia normal, quantos adultos estão presentes em sua sala de aula?<br><i>Por favor, digite apenas um número (por exemplo, se você tiver 2 adultos, digite: 2)</i><br>"
"QID25_QuestionText","<b>Program Operations</b><br>In this section, we will ask about day-to-day operations in your program.","<b>Operações do Programa</b><br>Nesta seção, perguntaremos sobre as operações diárias do seu programa."
"QID27_QuestionText","Does your program follow an academic year schedule or a full year schedule?","Seu programa segue o cronograma de um ano acadêmico ou de um ano inteiro?"
"QID27_Choice1","Academic year (e.g., September to June)","Ano acadêmico (por exemplo, de setembro a junho)"
"QID27_Choice2","Full year","Ano inteiro"
"QID27_Choice3","Other, please explain:","Outro, favor explicar:"
"QID26_QuestionText","How many days of the year does your program operate?<br><i>Please type only a number (e.g., if your program operates 180 days, please type: 180). If you are unsure, please skip.</i><br>","Quantos dias por ano o seu programa funciona?<br><i>Por favor, digite apenas um número (por exemplo, se seu programa funciona 180 dias, digite: 180). Se você não tiver certeza, por favor, deixe em branco.</i><br>"
"QID32_QuestionText","Please indicate the age groups your <b>program</b> serves.<br><i>Check all that apply</i>","Por favor, indique as faixas etárias atendidas pelo seu programa <b></b> .<br><i>Marque todas as opções aplicáveis</i>"
"QID32_Choice1","Infants (less than 15 months old)","Bebês (menos de 15 meses de idade)"
"QID32_Choice2","Toddlers (16-36 months old)","Crianças pequenas (16 a 36 meses de idade)"
"QID32_Choice3","Preschoolers (3-4 year olds not yet eligible for kindergarten)","Pré-escolares (crianças de 3 a 4 anos que ainda não se qualificam para o jardim de infância)"
"QID32_Choice4","Elementary school and older (kindergarten or older)","Ensino fundamental ou posterior (jardim de infância ou posterior)"
"QID144_QuestionText","Do you regularly converse with any of the children in your program in any of these languages (fluently)? <i>Check all that apply</i><br>","Você conversa regularmente com alguma das crianças do seu programa em algum desses idiomas (fluentemente)? <i>Marque todos os que se aplicam</i><br>"
"QID144_Choice1","English","Inglês"
"QID144_Choice2","Spanish","Espanhol"
"QID144_Choice3","Portuguese","Português"
"QID144_Choice4","Mandarin","Mandarim"
"QID144_Choice5","French","Francês"
"QID144_Choice7","Haitian Creole","Crioulo haitiano"
"QID144_Choice8","Amharic","Amárico"
"QID144_Choice6","Other, please explain:","Outro, favor explicar:"
"QID30_QuestionText","In the past 4 weeks, how many times did you work in another classroom or with a different group of children to cover staffing shortages?","Nas últimas quatro semanas, quantas vezes você trabalhou em outra sala de aula ou com um grupo diferente de crianças para cobrir a falta de colaboradores?"
"QID30_Choice1","Never","Nunca"
"QID30_Choice2","1-2 times","1-2 vezes"
"QID30_Choice3","3-5 times","3 a 5 vezes"
"QID30_Choice4","More than 5 times","Mais de 5 vezes"
"QID31_QuestionText","In the past 4 weeks, how many times did you need to fill in as a classroom teacher to cover staffing shortages?","Nas últimas quatro semanas, quantas vezes você precisou substituir um professor em sala de aula para suprir a falta de colaboradores?"
"QID31_Choice1","Never","Nunca"
"QID31_Choice2","1-2 times","1-2 vezes"
"QID31_Choice3","3-5 times","3 a 5 vezes"
"QID31_Choice4","More than 5 times","Mais de 5 vezes"
"QID33_QuestionText","How much paid planning time do you have each week when you are <b>not</b> responsible for supervising children?","Quanto tempo de planejamento remunerado você tem por semana quando você <b>não</b> é responsável pela supervisão das crianças?"
"QID33_Choice1","No paid planning time","Não há tempo de planejamento pago"
"QID33_Choice2","Less than 1 hour/week","Menos de 1 hora/semana"
"QID33_Choice3","1-3 hours/week","1-3 horas/semana"
"QID33_Choice4","4-6 hours/week","4-6 horas/semana"
"QID33_Choice5","7 or more hours/week","7 ou mais horas/semana"
"QID33_Choice6","I only get planning time during time when I am responsible for supervising children (e.g. nap time)","Só tenho tempo de planejamento durante o período em que sou responsável por supervisionar as crianças (por exemplo, na hora da soneca)"
"QID71_QuestionText","Does your program have substitute teachers who can cover for educators when they are absent?","Seu programa tem professores substitutos que podem substituir os educadores quando eles estiverem ausentes?"
"QID71_Choice1","Yes","Sim"
"QID71_Choice2","No","Não"
"QID34_QuestionText","Does your program have <b>planned </b>learning activities every day for children?","O seu programa tem <b>atividades de aprendizagem planejadas para </b>todos os dias para as crianças?"
"QID34_Choice1","Yes","Sim"
"QID34_Choice2","No","Não"
"QID35_QuestionText","What is the source of any learning activities that you use? <br><i>Check all that apply</i>","Qual é a fonte das atividades de aprendizagem que você usa? <br><i>Marque todas as opções aplicáveis</i>"
"QID35_Choice1","Published curriculum","Currículo publicado"
"QID35_Choice2","Curriculum developed/adapted by the program","Currículo desenvolvido/adaptado pelo programa"
"QID35_Choice3","Online resources for educators","Recursos online para educadores"
"QID35_Choice4","Workbooks or other resources that I buy","Pastas de trabalho ou outros recursos que eu compro"
"QID35_Choice5","I develop my own learning activities","Eu desenvolvo minhas próprias atividades de aprendizagem"
"QID36_QuestionText","What is the name of any curriculum you use for teaching children in your program?<br><i>Check all that apply</i>","Qual é o nome do currículo que você usa para ensinar as crianças em seu programa?<br><i>Marque todas as opções aplicáveis</i>"
"QID36_Choice1","Creative Curriculum","Currículo Criativo"
"QID36_Choice2","High Scope","High Scope"
"QID36_Choice3","Big Day for PreK","Big Day for PreK"
"QID36_Choice4","Leap Frog","Leap Frog"
"QID36_Choice5","Frog Street","Frog Street"
"QID36_Choice6","OWL","OWL"
"QID36_Choice7","Building Blocks","Building Blocks"
"QID36_Choice8","Everyday Mathematics","Matemática Cotidiana"
"QID36_Choice9","Other","Outro"
"QID37_QuestionText","Does your program use a curriculum to help children learn about emotions, managing their own behaviors, and interacting with their friends (a social and emotional learning curriculum)?","O seu programa usa um programa de estudos para ajudar as crianças a aprenderem sobre emoções, a administrarem seus próprios comportamentos e a interagirem com seus amigos (um programa de estudos de aprendizagem social e emocional)?"
"QID37_Choice1","Yes","Sim"
"QID37_Choice2","No","Não"
"QID38_QuestionText","What is the name of the social and emotional learning curriculum you use?<br><i>Check all that apply</i><br>","Qual é o nome do programa de estudos de aprendizagem social e emocional que você usa?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID38_Choice1","Second Step","Second Step"
"QID38_Choice2","Tools of the Mind","Tools of the Mind"
"QID38_Choice3","Al's Pals","Al's Pals"
"QID38_Choice4","Dina Dinosaur","Dina Dinosaur"
"QID38_Choice6","Conscious Discipline","Conscious Discipline (Disciplina Consciente)"
"QID38_Choice7","Zones of Regulation","Zones of Regulation (Zonas de Regulação)"
"QID38_Choice5","Other, please explain:","Outro, favor explicar:"
"QID39_QuestionText","Since the start of the 2022-23 school year (September 2021), how much of your own money have you spent on classroom materials?<br><i>Please type only a number (e.g., if you have spent $20, please type: 20)</i><br>","Desde o início do ano letivo de 2022-23 (setembro de 2021), quanto você gastou, do seu próprio dinheiro, em materiais de sala de aula?<br><i>Digite apenas um número (por exemplo, se você gastou US$ 20, digite: 20)</i><br>"
"QID52_QuestionText","We want to understand more about how you interact with families in your program. Please share how often you use any of these ways to communicate with parents/guardians:&nbsp;<br>","Queremos entender mais sobre como você interage com as famílias em seu programa. Compartilhe a frequência com que você usa qualquer uma dessas maneiras para se comunicar com os pais/responsáveis:&nbsp;<br>"
"QID52_Choice1","Written notes about the child's day","Anotações escritas sobre o dia da criança"
"QID52_Choice2","Talking with parents/guardians at pick-up or drop-off about the child's day","Conversar com os pais/responsáveis na hora de buscar ou entregar a criança sobre o dia dela"
"QID52_Choice3","Emails/texts/phone calls about the child","E-mails/textos/chamadas telefônicas sobre a criança"
"QID52_Choice4","Formal reports on the child's progress and learning","Relatórios formais sobre o progresso e a aprendizagem da criança"
"QID52_Choice5","Newsletters/flyers sent out to parents/guardians about program events","Boletins informativos/flyers enviados aos pais/responsáveis sobre os eventos do programa"
"QID52_Choice6","Scheduled conferences with parents/guardians about the child","Conferências agendadas com os pais/responsáveis sobre a criança"
"QID52_Choice7","Communicating through family engagement applications (e.g., Tadpoles, Brightwheel, Bloomz)","Comunicação por meio de aplicativos de envolvimento familiar (por exemplo, Tadpoles, Brightwheel, Bloomz)"
"QID52_Choice8","Home visits","Visitas domiciliares"
"QID52_Answer1","Never","Nunca"
"QID52_Answer2","As needed","Conforme necessário"
"QID52_Answer3","A few times a year","Algumas vezes por ano"
"QID52_Answer4","Monthly","Mensal"
"QID52_Answer5","Weekly","Semanal"
"QID52_Answer6","Every day","Todos os dias"
"QID53_QuestionText","Are there additional ways you engage with families in your program?","Existem outras maneiras de se envolver com as famílias em seu programa?"
"QID53_Choice1","Yes","Sim"
"QID53_Choice2","No","Não"
"QID54_QuestionText","Please explain these additional family engagement activities:","Por favor, explique estas atividades adicionais de envolvimento familiar:"
"QID56_QuestionText","Does your program have its own green space or playground that children can use?","Seu programa tem seu próprio espaço verde ou parquinho que as crianças possam usar?"
"QID56_Choice1","Yes","Sim"
"QID56_Choice2","No","Não"
"QID57_QuestionText","Do you bring children in your program to green spaces or playgrounds in the community?","Você leva as crianças do seu programa para espaços verdes ou parquinhos na comunidade?"
"QID57_Choice1","Yes","Sim"
"QID57_Choice2","No","Não"
"QID153_QuestionText","Do any of the following issues prevent you from visiting a green space or playground within walking distance of your program?<br><i>Check all that apply</i>","Alguns dos seguintes problemas a seguir impede vocÊ de visitar um espaço verde ou um parquinho a uma curta distância do seu programa?<br><i>Marque todas as opções aplicáveis</i>"
"QID153_Choice1","Sidewalks that are difficult to navigate","Calçadas difíceis de transitar"
"QID153_Choice2","Nonexistent sidewalks","Calçadas inexistentes"
"QID153_Choice3","Having to cross a busy intersection","Ter que atravessar um cruzamento movimentado"
"QID153_Choice4","Safety concerns at the playground/green space","Preocupações com a segurança no parquinho/espaço verde"
"QID153_Choice5","Maintenance concerns at the playground/green space","Preocupações com a manutenção do parquinho/espaço verde"
"QID153_Choice6","Other, please explain:","Outro, favor explicar:"
"QID59_QuestionText","We are interested in knowing which green spaces and playgrounds you visit most in Cambridge! <br><i>Please click on the map to indicate up to three spots you most frequently visit with children in your program. No need to be exact - place your dot as close to the spots as you can.<br>(A&nbsp;click will indicate the spot you've selected with a blue dot. If you wish to remove that selection, please click on the dot again.)</i>","Estamos interessados em saber quais são os espaços verdes e parquinhos que você mais visita em Cambridge! <br><i>Por favor, clique no mapa para indicar até três pontos que você visita com mais frequência com as crianças do seu programa. Não é necessário ser exato - coloque o ponto o mais próximo possível dos pontos.<br>(Um clique em&nbsp;indicará o ponto que você selecionou com um ponto azul. Se você quiser remover essa seleção, por favor, clique no ponto novamente).</i>"
"QID59_Choice1","X,Y","X,Y"
"QID59_Choice2","X,Y","X,Y"
"QID59_Choice3","X,Y","X,Y"
"QID60_QuestionText","Do you bring children in your program to public libraries in Cambridge?","Você leva as crianças do seu programa para as bibliotecas públicas de Cambridge?"
"QID60_Choice1","Yes","Sim"
"QID60_Choice2","No","Não"
"QID61_QuestionText","Other than libraries, green spaces, and playgrounds, are there other places in the community you visit with children in your program?","Além de bibliotecas, espaços verdes e parquinhos, há outros lugares na comunidade que você visita com as crianças do seu programa?"
"QID72_QuestionText","Do <b>you</b> use any of the following technology as part of your role as an early educator?<br><i>Check all that apply</i><br>","</b> Você <b>usa alguma das seguintes tecnologias como parte de sua função como educador infantil?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID72_Choice1","Tablet","Tablet"
"QID72_Choice2","Smartphone","Smartphone"
"QID72_Choice3","Computer/laptop","Computador/laptop"
"QID72_Choice4","Television","Televisão"
"QID72_Choice5","Smartboard/projector","Smartboard/projetor"
"QID73_QuestionText","Do <b>children</b> in your program use any of the following technology in your program?<br><i>Check all that apply. If children do not use any of the following devices, please skip.</i><br>","As <b>crianças</b> do seu programa usam alguma das seguintes tecnologias?<br><i>Marque todas as opções aplicáveis. Se as crianças não usarem nenhum dos dispositivos a seguir, ignore.</i><br>"
"QID73_Choice1","Tablet","Tablet"
"QID73_Choice2","Smartphone","Smartphone"
"QID73_Choice3","Computer/laptop","Computador/laptop"
"QID73_Choice4","Television","Televisão"
"QID73_Choice5","Smartboard/projector","Smartboard/projetor"
"QID81_QuestionText","<b>Professional Development<br></b>In this section, we will ask you about your experiences with professional development and learning programs.<br>","<b>Desenvolvimento profissional<br></b>Nesta seção, perguntaremos sobre suas experiências com desenvolvimento profissional e programas de aprendizagem.<br>"
"QID82_QuestionText","Programs can support professional development in a lot of different ways. <br>In the past year, have you participated in or received the following professional development supports?<br><i>Check all that apply</i><br>","Os programas podem apoiar o desenvolvimento profissional de várias maneiras diferentes. <br>No ano passado, você participou ou recebeu os seguintes apoios ao desenvolvimento profissional?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID82_Choice1","Regular meetings with supervisors to talk with them about my work and progress","Reuniões regulares com supervisores para falar sobre meu trabalho e progresso"
"QID82_Choice2","Attendance at conferences","Participação em conferências"
"QID82_Choice3","Paid substitutes/classroom coverage to allow you to prepare, train, and/or plan","Substitutos remunerados/cobertura de sala de aula para permitir que você se prepare, treine e/ou planeje"
"QID82_Choice4","Mentoring or coaching","Mentoria ou treinamento"
"QID82_Choice5","Workshops/trainings provided by your program","Workshops/treinamentos oferecidos pelo seu programa"
"QID82_Choice6","Workshops/trainings provided through the Cambridge Office of Early Childhood","Workshops/treinamentos oferecidos pelo Cambridge Office of Early Childhood (Escritório da Primeira Infância de Cambridge)"
"QID82_Choice7","Workshops/trainings provided by Harvard or the Saul Zaentz Early Education Initiative at Harvard","Workshops/treinamentos oferecidos por Harvard ou pela Iniciativa de Educação Precoce Saul Zaentz em Harvard"
"QID82_Choice8","Workshops/trainings provided by other organizations","Workshops/treinamentos oferecidos por outras organizações"
"QID82_Choice9","Visits to other classrooms or programs","Visitas a outras salas de aula ou programas"
"QID82_Choice10","A community of learners, also called a professional learning community (PLC), facilitated by an expert","Uma comunidade de alunos, também chamada de comunidade de aprendizagem profissional (PLC), facilitada por um especialista"
"QID82_Choice11","Community of Practice (COP)","Comunidade de Prática (COP)"
"QID155_QuestionText","Does your program provide in-house professional development opportunities for educators?","Seu programa oferece oportunidades de desenvolvimento profissional interno para educadores?"
"QID155_Choice1","Yes","Sim"
"QID155_Choice2","No","Não"
"QID156_QuestionText","When are these opportunities provided?<br><i>Check all that apply</i>","Quando essas oportunidades são oferecidas?<br><i>Marque todas as opções aplicáveis</i>"
"QID156_Choice1","During staff meetings","Durante as reuniões da equipe"
"QID156_Choice2","On designated days (e.g. “PD days” or “drop days”) during which your program closes to accommodate full-staff participation","Em dias designados (por exemplo, ""dias de DP"" ou ""dias de entrega"") durante os quais seu programa fecha para acomodar a participação de toda a equipe"
"QID156_Choice3","In the evenings","À noite"
"QID156_Choice4","On the weekends","Nos finais de semana"
"QID156_Choice5","Other, please explain:","Outro, favor explicar:"
"QID83_QuestionText","Is there someone who mentors or coaches you on your teaching practice, that is, someone who observes your teaching on a regular basis and provides feedback, guidance, and/or training?","Existe alguém que oriente ou treine você em sua prática docente, ou seja, alguém que observe seu ensino regularmente e forneça feedback, orientação e/ou treinamento?"
"QID83_Choice1","Yes","Sim"
"QID83_Choice2","No","Não"
"QID85_QuestionText","Is there someone who mentors or coaches you as a program leader or operator, that is, someone who provides feedback, guidance, and training relevant for your work?","Existe alguém que o oriente ou treine como líder ou operador do programa, ou seja, alguém que forneça feedback, orientação e treinamento relevante para o seu trabalho?"
"QID85_Choice1","Yes","Sim"
"QID85_Choice2","No","Não"
"QID84_QuestionText","Is the mentoring or coaching relationship a formal or informal one?","O relacionamento de mentoria ou coaching é formal ou informal?"
"QID84_Choice1","Formal<br />➘(an official part of your job or employment)","Formal<br />➘(uma parte oficial de seu trabalho ou emprego)"
"QID84_Choice2","Informal<br />➘(an informal arrangement typically set up by you or the mentor/coach, not your program)","Informal<br />➘(um acordo informal normalmente estabelecido por você ou pelo mentor/treinador, não pelo seu programa)"
"QID86_QuestionText","Who is your mentor/coach?","Quem é seu mentor/treinador?"
"QID86_Choice1","Another teacher","Outro professor"
"QID86_Choice2","Education coordinator/specialist","Coordenador/especialista em educação"
"QID86_Choice3","The center/program director/manager","O diretor/gerente do centro/programa"
"QID86_Choice4","A full-time mentor/coach who works at your program","Um mentor/treinador em tempo integral que trabalha em seu programa"
"QID86_Choice7","Mentor/coach from the Early Years Project","Mentor/coach do Projeto Early Years"
"QID86_Choice5","Mentor/coach from the Office of Early Childhood","Mentor/coach do Office of Early Childhood"
"QID86_Choice6","Other","Outro"
"QID87_QuestionText","Is your mentor/coach also your supervisor?","Seu mentor/coach também é seu supervisor?"
"QID87_Choice1","Yes","Sim"
"QID87_Choice2","No","Não"
"QID88_QuestionText","How often does your mentor/coach work with you?","Com que frequência seu mentor/coach trabalha com você?"
"QID88_Choice1","Once a week or more","Uma vez por semana ou mais"
"QID88_Choice2","Once every two weeks","Uma vez a cada duas semanas"
"QID88_Choice3","Once a month","Uma vez por mês"
"QID88_Choice4","Less than once a month","Menos de uma vez por mês"
"QID158_QuestionText","How helpful is the feedback/guidance from your coach/mentor?","Quão útil é o feedback/orientação de seu coach/mentor?"
