"PhraseID","EN","ES-ES"
"QID18_Choice191","Panda Bilingual Child Care (East Cambridge)","Guardería Panda Bilingual (East Cambridge)"
"QID18_Choice192","Panda Bilingual Daycare (North Cambridge)","Guardería Panda Bilingual (North Cambridge)"
"QID18_Choice193","Parents Nursery School","Parents Nursery School"
"QID18_Choice194","Peabody (JK)","Peabody (JK)"
"QID18_Choice195","Peabody (Special Start)","Peabody (Special Start)"
"QID18_Choice196","Peabody Preschool (DHSP)","Preescolar Peabody (DHSP)"
"QID18_Choice197","Pena Bautista, Carmen","Pena Bautista, Carmen"
"QID18_Choice198","Pine Village Preschool - Kendall","Preescolar Pine Village - Kendall"
"QID18_Choice199","Pine Village Preschool - Porter","Preescolar Pine Village - Porter"
"QID18_Choice200","Preschool of the Arts - East Cambridge","Preescolar of the Arts - East Cambridge"
"QID18_Choice201","Preschool of the Arts - Harvard Square","Preschool of the Arts - Harvard Square"
"QID18_Choice202","Preschool of the Arts - Inman Square","Preschool of the Arts - Inman Square"
"QID18_Choice203","Preschool of the Arts - West Cambridge","Preschool of the Arts - West Cambridge"
"QID18_Choice204","Rock & Roll - Broadway","Rock & Roll - Broadway"
"QID18_Choice205","Rock & Roll - Broadway Annex","Rock & Roll - Broadway Annex"
"QID18_Choice206","Rock & Roll - Central Square","Rock & Roll - Central Square"
"QID18_Choice207","Rock & Roll - East Cambridge","Rock & Roll - East Cambridge"
"QID18_Choice208","Rock & Roll - East Cambridge Annex","Rock & Roll - East Cambridge Annex"
"QID18_Choice209","Rock & Roll - Huron Village","Rock & Roll - Huron Village"
"QID18_Choice210","Rock & Roll - Inman Square","Rock & Roll - Inman Square"
"QID18_Choice211","Rock & Roll - Lechmere","Rock & Roll - Lechmere"
"QID18_Choice212","Rock & Roll - Northpoint","Rock & Roll - Northpoint"
"QID18_Choice213","Rock & Roll - Porter Square","Rock & Roll - Porter Square"
"QID18_Choice214","Santana Romero, Laura","Santana Romero, Laura"
"QID18_Choice215","Shady Hill School","Escuela Shady Hill"
"QID18_Choice216","Simpson, Lillian","Simpson, Lillian"
"QID18_Choice217","Smith, Christina","Smith, Christina"
"QID18_Choice218","Snapdragon Montessori School","Escuela Snapdragon Montessori"
"QID18_Choice219","St. Peter's School","St. Peter's School"
"QID18_Choice220","Sunrise Learning Academy 2, LLC","Sunrise Learning Academy 2, LLC"
"QID18_Choice221","Taylor, Annette","Taylor, Annette"
"QID18_Choice222","Technology Childcare Center - Kendall","Centro tecnológico de cuidado infantil - Kendall"
"QID18_Choice223","Technology Childcare Center - Stata","Centro tecnológico de cuidado infantil - Stata"
"QID18_Choice224","Technology Childrens Center - David H. Koch Childcare Center","Centro tecnológico infantil - Guardería David H. Koch"
"QID18_Choice225","Technology Childrens Center - North Court","Centro tecnológico infantil - North Court"
"QID18_Choice226","Thomas, Sarah","Thomas, Sarah"
"QID18_Choice227","Tobin (Special Start)","Tobin (Special Start)"
"QID18_Choice228","Tobin Montessori Children's House","Tobin Montessori Children's House"
"QID18_Choice229","Torres, Maria C.","Torres, María C."
"QID18_Choice230","Two Little Owls Schoolhouse","Two Little Owls Schoolhouse"
"QID18_Choice231","Violeta Montessori School, Inc.","Violeta Montessori School, Inc."
"QID18_Choice232","Wild Rose Montessori","Wild Rose Montessori"
"QID18_Choice233","Wildflower Montessori","Wildflower Montessori"
"QID18_Choice234","Windsor Preschool (DHSP)","Preescolar Windsor (DHSP)"
"QID18_Choice235","Winston, Emily","Winston, Emily"
"QID18_Choice236","Yudon, Tsering","Yudon, Tsering"
"QID18_Choice237","Zarchi, Elka","Zarchi, Elka"
"QID137_QuestionText","<i>If your program is not on this list but you believe it should be, please contact Charlotte Petty at cpetty@gse.harvard.edu.</i>","<i>Si su programa no está en esta lista, pero cree que debería estarlo, póngase en contacto con Charlotte Petty en cpetty@gse.harvard.edu.</i>"
"QID21_QuestionText","How would you describe your current role in early education? <br><i>Check all that apply</i>","¿Cómo describiría su función actual en la educación de la primera infancia? <br><i> Marque todas las opciones que correspondan.</i>"
"QID21_Choice1","My role involves working directly with children (e.g., educator, teacher, caregiver, or family child care provider)","Mi función implica trabajar directamente con niños (p. ej., educador, docente, cuidador o proveedor de cuidado infantil familiar)"
"QID21_Choice2","My role involves supporting those working directly with children (e.g., administrator, center director, education coordinator, instructional coach)","Mi función implica apoyar a las personas que trabajan directamente con los niños (p. ej., administrador, director de centro, coordinador educativo, asesor pedagógico)"
"QID21_Choice3","My role is the owner/operator of my own early childhood program","Mi función consiste en ser responsable de mi propio programa de primera infancia"
"QID23_QuestionText","Is your current role in this program full- or part-time?","¿Su función actual en este programa es a tiempo completo o parcial?"
"QID23_Choice1","Full-time","A tiempo completo"
"QID23_Choice2","Part-time","A tiempo parcial"
"QID24_QuestionText","How many hours a week do you currently work for this program?<br><i>Please type only a number (e.g., if you work 30 hours a week, please type: 30)</i><br>","¿Cuántas horas a la semana trabaja actualmente para este programa?<br><i> Escriba solo un número (p. ej., si trabaja 30 horas a la semana, escriba 30)</i><br>"
"QID22_QuestionText","What is your primary role in your program?<br>","¿Cuál es su función principal en su programa?<br>"
"QID22_Choice1","Assistant Program Director/Assistant Principal","Subdirector del programa"
"QID22_Choice2","Assistant Teacher","Docente ayudante"
"QID22_Choice3","Coach","Asesor"
"QID22_Choice4","Family Child Care Provider","Proveedor de cuidado infantil familiar"
"QID22_Choice5","Lead Teacher","Docente titular"
"QID22_Choice6","Paraprofessional","Paraprofesional"
"QID22_Choice7","Program Director/Principal","Director del programa"
"QID22_Choice8","Teacher","Docente"
"QID22_Choice9","Other, please explain:","Otro, explique:"
"QID63_QuestionText","<b>Program Leadership</b><br>In this section, we will ask you about challenges you confront as a program leader.<br>","<b>Liderazgo en el programa</b><br>En esta sección, le preguntaremos sobre los desafíos a los que se enfrenta como líder de un programa.<br>"
"QID64_QuestionText","How many employees (including yourself) currently work at your program?<br><i>(If you are in a larger school serving other age groups, how many employees support children under 5?)</i><br>","¿Cuántos empleados (incluido usted) trabajan actualmente en su programa?<br><i> (Si trabaja en una escuela más grande que proporciona asistencia a otros grupos de edad, ¿cuántos empleados asisten a niños menores de 5 años?)</i><br>"
"QID67_QuestionText","How big of a challenge has <b>finding and recruiting&nbsp;</b>staff been to your program?","¿En qué medida ha supuesto un desafío <b>para su programa&nbsp;</b> encontrar y contratar personal?"
"QID67_Choice1","A major challenge","Un gran desafío"
"QID67_Choice2","A minor challenge","Un desafío menor"
"QID67_Choice3","Not at all a challenge","Ningún desafío"
"QID68_QuestionText","How big of a challenge has <b>retaining </b>staff been to your program?&nbsp;","¿En qué medida ha supuesto un desafío para su programa <b>retener</b> al personal?&nbsp;"
"QID68_Choice1","A major challenge","Un gran desafío"
"QID68_Choice2","A minor challenge","Un desafío menor"
"QID68_Choice3","Not at all a challenge","Ningún desafío"
"QID65_QuestionText","Since September 2022, have you had any staff vacancies?<br>","Desde septiembre de 2022, ¿ha habido vacantes de personal?<br>"
"QID65_Choice1","Yes","Sí"
"QID65_Choice2","No","No"
"QID66_QuestionText","How many positions have been vacant?","¿Cuántos puestos han quedado vacantes?"
"QID69_QuestionText","Have you had to do any of the following due to staffing shortages?<br>","¿Ha tenido que adoptar algunas de las siguientes medidas por escasez de personal?<br>"
"QID69_Choice1","Reduce number of children served","Reducir la cantidad de niños asistidos"
"QID69_Choice2","Reduce number of classrooms at site","Reducir la cantidad de aulas asistidas"
"QID69_Choice5","Reduce the amount of planning time/meeting time for teachers","Reducir el tiempo de planificación/reunión de los docentes"
"QID69_Choice3","Hire under-qualified teachers","Contratar a docentes sin la cualificación adecuada"
"QID69_Choice4","Have current staff take on more hours or responsibilities","Solicitar al personal actual que asuma más horas o responsabilidades"
"QID69_Answer1","Yes","Sí"
"QID69_Answer2","No","No"
"QID132_QuestionText","<b>Open ended questions<br></b>These questions are to help document some of the&nbsp;ways you think and feel about your role.<br>","<b>Preguntas abiertas<br></b> Estas preguntas pretenden ayudar a documentar lo que piensa&nbsp; y siente acerca de su función.<br>"
"QID134_QuestionText","What do you wish others knew about your role as an early educator?","¿Qué le gustaría que los demás supieran sobre su función como educador de la primera infancia?"
"QID135_QuestionText","What do you enjoy most about your role as an early educator?","¿Qué es lo que más le gusta de su trabajo como educador de la primera infancia?"
"QID136_QuestionText","What do you most wish you could change about your role as an early educator?","¿Qué es lo que más le gustaría cambiar de su función como educador de la primera infancia?"
"QID62_QuestionText","<b>Classroom Enrollment<br></b>In this section, we will ask about enrollment in your classroom.","<b>Inscripción en el aula<br></b>En esta sección, le preguntaremos sobre la inscripción en su aula."
"QID28_QuestionText","Please indicate the age groups you are currently <b>working with directly</b> (e.g., in your class).&nbsp;<br><i>Check all that apply</i><br>","Indique los grupos de edad con los que trabaja directamente <b>en la actualidad</b> (p. ej., en su clase).&nbsp;<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID28_Choice1","Infants (less than 15 months old)","Bebés (menos de 15 meses)"
"QID28_Choice2","Toddlers (16-36 months old)","Niños pequeños (de 16 a 36 meses)"
"QID28_Choice3","Preschoolers (3-4 year olds not yet eligible for kindergarten)","Niños en edad preescolar (de 3 a 4 años que aún no pueden asistir a la guardería)"
"QID28_Choice4","Elementary school and older (kindergarten or older)","Niños de primaria y niveles superiores (jardín de infancia o superior)"
"QID47_QuestionText","On a typical day, how many children are you responsible for?<br><i>Please type only a number (e.g., if you are responsible for 12 children, please type: 12)</i><br>","En un día normal, ¿a cuántos niños asiste?<br><i> Escriba solo un número (p. ej., si es responsable de 12 niños, escriba 12)</i><br>"
"QID46_QuestionText","How many of these children are English language learners?<br><i>Please type only a number</i><br>","¿Cuántos de estos niños aprenden inglés?<br><i> Escriba solo un número.</i><br>"
"QID51_QuestionText","How many of these children have inconsistent attendance?<br><i>Please type only a number</i><br>","¿Cuántos de estos niños tienen una asistencia irregular?<br><i> Escriba solo un número.</i><br>"
"QID45_QuestionText","How many of these children have diagnosed learning disabilities?<br><i>Please type only a number</i><br>","¿Cuántos de estos niños tienen problemas de aprendizaje diagnosticados?<br><i> Escriba solo un número.</i><br>"
"QID49_QuestionText","How many of these children have diagnosed physical disabilities?<br><i>Please type only a number</i><br>","¿Cuántos de estos niños tienen discapacidades físicas diagnosticadas?<br><i> Escriba solo un número.</i><br>"
"QID41_QuestionText","On a typical day, how many adults are present in your classroom?<br><i>Please type only a number (e.g., if you have 2 adults, please type: 2)</i><br>","En un día normal, ¿cuántos adultos hay en su aula?<br><i> Escriba solo un número (p. ej., si tiene 2 adultos, escriba 2)</i><br>"
"QID25_QuestionText","<b>Program Operations</b><br>In this section, we will ask about day-to-day operations in your program.","<b>Funcionamiento del programa</b><br>En esta sección, le preguntaremos sobre el funcionamiento diario de su programa."
"QID27_QuestionText","Does your program follow an academic year schedule or a full year schedule?","¿Su programa se desarrolla según un calendario de año académico o de año completo?"
"QID27_Choice1","Academic year (e.g., September to June)","Año académico (p. ej., de septiembre a junio)"
"QID27_Choice2","Full year","Año completo"
"QID27_Choice3","Other, please explain:","Otro, explique:"
"QID26_QuestionText","How many days of the year does your program operate?<br><i>Please type only a number (e.g., if your program operates 180 days, please type: 180). If you are unsure, please skip.</i><br>","¿Cuántos días al año se desarrolla su programa?<br><i> Escriba solo un número (p. ej., si su programa se desarrolla por 180 días, escriba 180). Si no está seguro, pase a la siguiente pregunta.</i><br>"
"QID32_QuestionText","Please indicate the age groups your <b>program</b> serves.<br><i>Check all that apply</i>","Indique los grupos de edad a los que su <b>programa proporciona asistencia</b>.<br><i> Marque todas las opciones que correspondan.</i>"
"QID32_Choice1","Infants (less than 15 months old)","Bebés (menos de 15 meses)"
"QID32_Choice2","Toddlers (16-36 months old)","Niños pequeños (de 16 a 36 meses)"
"QID32_Choice3","Preschoolers (3-4 year olds not yet eligible for kindergarten)","Niños en edad preescolar (de 3 a 4 años que aún no pueden asistir a la guardería)"
"QID32_Choice4","Elementary school and older (kindergarten or older)","Niños de primaria y niveles superiores (jardín de infancia o superior)"
"QID144_QuestionText","Do you regularly converse with any of the children in your program in any of these languages (fluently)? <i>Check all that apply</i><br>","¿Suele conversar con alguno de los niños de su programa en alguno de los siguientes idiomas (con fluidez)? <i> Marque todas las opciones que correspondan.</i><br>"
"QID144_Choice1","English","Inglés"
"QID144_Choice2","Spanish","Español"
"QID144_Choice3","Portuguese","Portugués"
"QID144_Choice4","Mandarin","Mandarín"
"QID144_Choice5","French","Francés"
"QID144_Choice7","Haitian Creole","Criollo haitiano"
"QID144_Choice8","Amharic","Amárico"
"QID144_Choice6","Other, please explain:","Otro, explique:"
"QID30_QuestionText","In the past 4 weeks, how many times did you work in another classroom or with a different group of children to cover staffing shortages?","En las últimas 4 semanas, ¿cuántas veces trabajó en otra clase o con un grupo diferente de niños para cubrir la escasez de personal?"
"QID30_Choice1","Never","Nunca"
"QID30_Choice2","1-2 times","Entre 1 y 2 veces"
"QID30_Choice3","3-5 times","Entre 3 y 5 veces"
"QID30_Choice4","More than 5 times","Más de 5 veces"
"QID31_QuestionText","In the past 4 weeks, how many times did you need to fill in as a classroom teacher to cover staffing shortages?","En las últimas 4 semanas, ¿cuántas veces ha tenido que sustituir a un docente para cubrir la escasez de personal?"
"QID31_Choice1","Never","Nunca"
"QID31_Choice2","1-2 times","Entre 1 y 2 veces"
"QID31_Choice3","3-5 times","Entre 3 y 5 veces"
"QID31_Choice4","More than 5 times","Más de 5 veces"
"QID33_QuestionText","How much paid planning time do you have each week when you are <b>not</b> responsible for supervising children?","¿Cuánto tiempo de planificación remunerado tiene a la semana cuando <b>no es responsable de supervisar a los niños</b>?"
"QID33_Choice1","No paid planning time","No tengo tiempo de planificación remunerado"
"QID33_Choice2","Less than 1 hour/week","Menos de 1 hora por semana"
"QID33_Choice3","1-3 hours/week","Entre 1 y 3 horas por semana"
"QID33_Choice4","4-6 hours/week","Entre 4 y 6 horas por semana"
"QID33_Choice5","7 or more hours/week","Más de 7 horas por semana"
"QID33_Choice6","I only get planning time during time when I am responsible for supervising children (e.g. nap time)","Solo dispongo de tiempo de planificación durante las horas en las que soy responsable de supervisar a los niños (p. ej., la hora de la siesta)"
"QID71_QuestionText","Does your program have substitute teachers who can cover for educators when they are absent?","¿Cuenta su programa con docentes sustitutos que puedan cubrir las ausencias de los educadores?"
"QID71_Choice1","Yes","Sí"
"QID71_Choice2","No","No"
"QID34_QuestionText","Does your program have <b>planned </b>learning activities every day for children?","¿Tiene su programa <b>actividades de aprendizaje planificadas </b>todos los días para los niños?"
"QID34_Choice1","Yes","Sí"
"QID34_Choice2","No","No"
"QID35_QuestionText","What is the source of any learning activities that you use? <br><i>Check all that apply</i>","¿Cuál es la fuente de las actividades de aprendizaje que utiliza? <br><i> Marque todas las opciones que correspondan.</i>"
"QID35_Choice1","Published curriculum","Plan de estudios publicado"
"QID35_Choice2","Curriculum developed/adapted by the program","Plan de estudios desarrollado/adaptado por el programa"
"QID35_Choice3","Online resources for educators","Recursos en línea para educadores"
"QID35_Choice4","Workbooks or other resources that I buy","Libros de trabajo u otros recursos que compro"
"QID35_Choice5","I develop my own learning activities","Desarrollo mis propias actividades de aprendizaje"
"QID36_QuestionText","What is the name of any curriculum you use for teaching children in your program?<br><i>Check all that apply</i>","¿Cómo se llama el plan de estudios que utiliza para enseñar a los niños de su programa?<br><i> Marque todas las opciones que correspondan.</i>"
"QID36_Choice1","Creative Curriculum","Plan de estudios creativo"
"QID36_Choice2","High Scope","High Scope"
"QID36_Choice3","Big Day for PreK","Big Day for PreK"
"QID36_Choice4","Leap Frog","LeapFrog"
"QID36_Choice5","Frog Street","Frog Street"
"QID36_Choice6","OWL","OWL"
"QID36_Choice7","Building Blocks","Building Blocks"
"QID36_Choice8","Everyday Mathematics","Matemáticas cotidianas"
"QID36_Choice9","Other","Otro"
"QID37_QuestionText","Does your program use a curriculum to help children learn about emotions, managing their own behaviors, and interacting with their friends (a social and emotional learning curriculum)?","¿Utiliza su programa un plan de estudios para ayudar a los niños a aprender sobre las emociones, la gestión de sus propios comportamientos y la interacción con sus amigos (un plan de estudios de aprendizaje social y emocional)?"
"QID37_Choice1","Yes","Sí"
"QID37_Choice2","No","No"
"QID38_QuestionText","What is the name of the social and emotional learning curriculum you use?<br><i>Check all that apply</i><br>","¿Cómo se llama el plan de estudios de aprendizaje social y emocional que utiliza?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID38_Choice1","Second Step","Second Step"
"QID38_Choice2","Tools of the Mind","Tools of the Mind"
"QID38_Choice3","Al's Pals","Al's Pals"
"QID38_Choice4","Dina Dinosaur","Dina Dinosaur"
"QID38_Choice6","Conscious Discipline","Conscious Discipline (Disciplina consciente)"
"QID38_Choice7","Zones of Regulation","Zones of Regulation (Zonas de regulación)"
"QID38_Choice5","Other, please explain:","Otro, explique:"
"QID39_QuestionText","Since the start of the 2022-23 school year (September 2021), how much of your own money have you spent on classroom materials?<br><i>Please type only a number (e.g., if you have spent $20, please type: 20)</i><br>","Desde el inicio del año académico 2022-2023 (septiembre de 2021), ¿cuánto dinero de su bolsillo ha gastado en materiales para el aula?<br><i> Escriba solo un número (p. ej., si ha gastado $20, escriba 20)</i><br>"
"QID52_QuestionText","We want to understand more about how you interact with families in your program. Please share how often you use any of these ways to communicate with parents/guardians:&nbsp;<br>","Queremos conocer mejor cómo interactúa con las familias en su programa. Indique con qué frecuencia utiliza alguno de los siguientes medios para comunicarse con los padres/tutores:&nbsp;<br>"
"QID52_Choice1","Written notes about the child's day","Notas por escrito sobre el día del niño"
"QID52_Choice2","Talking with parents/guardians at pick-up or drop-off about the child's day","Conversaciones con los padres/tutores sobre el día del niño al recogerlo o dejarlo en la institución"
"QID52_Choice3","Emails/texts/phone calls about the child","Correos electrónicos/mensajes de texto/llamadas telefónicas sobre el niño"
"QID52_Choice4","Formal reports on the child's progress and learning","Informes formales sobre el progreso y aprendizaje del niño"
"QID52_Choice5","Newsletters/flyers sent out to parents/guardians about program events","Envío de boletines/volantes a los padres/tutores sobre los eventos del programa"
"QID52_Choice6","Scheduled conferences with parents/guardians about the child","Conferencias programadas con los padres/tutores sobre el niño"
"QID52_Choice7","Communicating through family engagement applications (e.g., Tadpoles, Brightwheel, Bloomz)","Comunicación a través de aplicaciones de participación familiar (p. ej., Tadpoles, Brightwheel, Bloomz)"
"QID52_Choice8","Home visits","Visitas a domicilio"
"QID52_Answer1","Never","Nunca"
"QID52_Answer2","As needed","Según sea necesario"
"QID52_Answer3","A few times a year","Algunas veces al año"
"QID52_Answer4","Monthly","Todos los meses"
"QID52_Answer5","Weekly","Todas las semanas"
"QID52_Answer6","Every day","Todos los días"
"QID53_QuestionText","Are there additional ways you engage with families in your program?","¿Existen otras formas de relacionarse con las familias en su programa?"
"QID53_Choice1","Yes","Sí"
"QID53_Choice2","No","No"
"QID54_QuestionText","Please explain these additional family engagement activities:","Explique estas actividades adicionales de participación familiar:"
"QID56_QuestionText","Does your program have its own green space or playground that children can use?","¿Tiene su programa su propio espacio verde o parque infantil que los niños puedan utilizar?"
"QID56_Choice1","Yes","Sí"
"QID56_Choice2","No","No"
"QID57_QuestionText","Do you bring children in your program to green spaces or playgrounds in the community?","¿Lleva a los niños de su programa a espacios verdes o parques infantiles de la comunidad?"
"QID57_Choice1","Yes","Sí"
"QID57_Choice2","No","No"
"QID153_QuestionText","Do any of the following issues prevent you from visiting a green space or playground within walking distance of your program?<br><i>Check all that apply</i>","¿Alguna de las siguientes situaciones le impide visitar un espacio verde o un parque infantil a poca distancia de su programa?<br><i> Marque todas las opciones que correspondan.</i>"
"QID153_Choice1","Sidewalks that are difficult to navigate","Aceras difíciles de transitar"
"QID153_Choice2","Nonexistent sidewalks","Aceras inexistentes"
"QID153_Choice3","Having to cross a busy intersection","Cruce de una intersección muy transitada"
"QID153_Choice4","Safety concerns at the playground/green space","Preocupación por la seguridad en el parque infantil/espacio verde"
"QID153_Choice5","Maintenance concerns at the playground/green space","Preocupación por el mantenimiento del parque infantil/espacio verde"
"QID153_Choice6","Other, please explain:","Otro, explique:"
"QID59_QuestionText","We are interested in knowing which green spaces and playgrounds you visit most in Cambridge! <br><i>Please click on the map to indicate up to three spots you most frequently visit with children in your program. No need to be exact - place your dot as close to the spots as you can.<br>(A&nbsp;click will indicate the spot you've selected with a blue dot. If you wish to remove that selection, please click on the dot again.)</i>","Nos interesa saber cuáles son los espacios verdes y parques infantiles que visita con más frecuencia en Cambridge. <br><i> Haga clic en el mapa para indicar hasta tres lugares que suele visitar con los niños de su programa. No hace falta que sea exacto: coloque el punto lo más cerca posible de los lugares.<br> (Un&nbsp;clic indicará el lugar que ha seleccionado con un punto azul. Si desea eliminar esa selección, vuelva a hacer clic en el punto).</i>"
"QID59_Choice1","X,Y","X,Y"
"QID59_Choice2","X,Y","X,Y"
"QID59_Choice3","X,Y","X,Y"
"QID60_QuestionText","Do you bring children in your program to public libraries in Cambridge?","¿Lleva a los niños de su programa a las bibliotecas públicas de Cambridge?"
"QID60_Choice1","Yes","Sí"
"QID60_Choice2","No","No"
"QID61_QuestionText","Other than libraries, green spaces, and playgrounds, are there other places in the community you visit with children in your program?","Además de las bibliotecas, los espacios verdes y los parques infantiles, ¿hay otros lugares de la comunidad que visite con los niños de su programa?"
"QID72_QuestionText","Do <b>you</b> use any of the following technology as part of your role as an early educator?<br><i>Check all that apply</i><br>","¿<b>Utiliza</b> alguna de las siguientes tecnologías en el desempeño de sus funciones como educador de la primera infancia?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID72_Choice1","Tablet","Tableta"
"QID72_Choice2","Smartphone","Teléfono inteligente"
"QID72_Choice3","Computer/laptop","Computadora/portátil"
"QID72_Choice4","Television","Televisión"
"QID72_Choice5","Smartboard/projector","Pizarra interactiva/proyector"
"QID73_QuestionText","Do <b>children</b> in your program use any of the following technology in your program?<br><i>Check all that apply. If children do not use any of the following devices, please skip.</i><br>","¿Utilizan los <b>niños</b> de su programa alguna de las siguientes tecnologías?<br><i> Marque todas las opciones que correspondan. Si los niños no utilizan ninguno de los siguientes dispositivos, pase a la siguiente pregunta.</i><br>"
"QID73_Choice1","Tablet","Tableta"
"QID73_Choice2","Smartphone","Teléfono inteligente"
"QID73_Choice3","Computer/laptop","Computadora/portátil"
"QID73_Choice4","Television","Televisión"
"QID73_Choice5","Smartboard/projector","Pizarra interactiva/proyector"
"QID81_QuestionText","<b>Professional Development<br></b>In this section, we will ask you about your experiences with professional development and learning programs.<br>","<b>Desarrollo profesional<br></b>En esta sección, le preguntaremos sobre sus experiencias con programas de desarrollo y aprendizaje profesional.<br>"
"QID82_QuestionText","Programs can support professional development in a lot of different ways. <br>In the past year, have you participated in or received the following professional development supports?<br><i>Check all that apply</i><br>","Los programas pueden contribuir al desarrollo profesional de muchas maneras diferentes. <br> En el último año, ¿ha participado o recibido las siguientes ayudas para el desarrollo profesional?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID82_Choice1","Regular meetings with supervisors to talk with them about my work and progress","Reuniones periódicas con supervisores para hablar sobre su trabajo y progreso"
"QID82_Choice2","Attendance at conferences","Asistencia a conferencias"
"QID82_Choice3","Paid substitutes/classroom coverage to allow you to prepare, train, and/or plan","Suplentes/cobertura en el aula remunerados para poder prepararse, capacitarse y/o planificar"
"QID82_Choice4","Mentoring or coaching","Tutoría o asesoramiento"
"QID82_Choice5","Workshops/trainings provided by your program","Talleres/capacitaciones impartidos por su programa"
"QID82_Choice6","Workshops/trainings provided through the Cambridge Office of Early Childhood","Talleres/capacitaciones impartidos por la Cambridge Office of Early Childhood (Oficina de Primera Infancia de Cambridge)"
"QID82_Choice7","Workshops/trainings provided by Harvard or the Saul Zaentz Early Education Initiative at Harvard","Talleres/capacitaciones impartidos por Harvard o la Iniciativa de Educación Temprana Saul Zaentz de Harvard"
"QID82_Choice8","Workshops/trainings provided by other organizations","Talleres/capacitaciones impartidos por otras organizaciones"
"QID82_Choice9","Visits to other classrooms or programs","Visitas a otras aulas o programas"
"QID82_Choice10","A community of learners, also called a professional learning community (PLC), facilitated by an expert","Comunidad de estudiantes, también llamada comunidad de aprendizaje profesional (PLC, por sus siglas en inglés), coordinada por un experto"
"QID82_Choice11","Community of Practice (COP)","Comunidad de práctica (COP, por sus siglas en inglés)"
"QID155_QuestionText","Does your program provide in-house professional development opportunities for educators?","¿Ofrece su programa oportunidades internas de desarrollo profesional para educadores?"
"QID155_Choice1","Yes","Sí"
"QID155_Choice2","No","No"
"QID156_QuestionText","When are these opportunities provided?<br><i>Check all that apply</i>","¿Cuándo se ofrecen estas oportunidades?<br><i> Marque todas las opciones que correspondan.</i>"
"QID156_Choice1","During staff meetings","Durante las reuniones de personal"
"QID156_Choice2","On designated days (e.g. “PD days” or “drop days”) during which your program closes to accommodate full-staff participation","En los días designados (p. ej., ""días de desarrollo profesional"" o ""días de descanso"") durante los cuales su programa finaliza para facilitar la participación de todo el personal."
"QID156_Choice3","In the evenings","Por las tardes"
"QID156_Choice4","On the weekends","Los fines de semana"
"QID156_Choice5","Other, please explain:","Otro, explique:"
"QID83_QuestionText","Is there someone who mentors or coaches you on your teaching practice, that is, someone who observes your teaching on a regular basis and provides feedback, guidance, and/or training?","¿Hay alguna persona que le guíe o asesore en su práctica docente, es decir, alguien que observe su enseñanza con regularidad y le proporcione información, orientación o capacitación?"
"QID83_Choice1","Yes","Sí"
"QID83_Choice2","No","No"
"QID85_QuestionText","Is there someone who mentors or coaches you as a program leader or operator, that is, someone who provides feedback, guidance, and training relevant for your work?","¿Hay alguna persona que le guíe o asesore como responsable u administrador de un programa, es decir, alguien que le proporcione comentarios, orientación y capacitación relevantes para su trabajo?"
"QID85_Choice1","Yes","Sí"
"QID85_Choice2","No","No"
"QID84_QuestionText","Is the mentoring or coaching relationship a formal or informal one?","¿Se trata de una relación de tutoría o asesoramiento formal o informal?"
"QID84_Choice1","Formal<br />➘(an official part of your job or employment)","Formal<br /> ➘ (parte oficial de su trabajo o empleo)"
"QID84_Choice2","Informal<br />➘(an informal arrangement typically set up by you or the mentor/coach, not your program)","Informal<br /> ➘ (un acuerdo informal normalmente establecido por usted o por el mentor/asesor, no por su programa)"
"QID86_QuestionText","Who is your mentor/coach?","¿Quién es su mentor/asesor?"
"QID86_Choice1","Another teacher","Otro docente"
"QID86_Choice2","Education coordinator/specialist","Coordinador/especialista en educación"
"QID86_Choice3","The center/program director/manager","Director/gerente del centro/programa"
"QID86_Choice4","A full-time mentor/coach who works at your program","Mentor/asesor a tiempo completo que trabaja en su programa"
"QID86_Choice7","Mentor/coach from the Early Years Project","Mentor/asesor del proyecto Early Years"
"QID86_Choice5","Mentor/coach from the Office of Early Childhood","Mentor/asesor de la Office of Early Childhood"
"QID86_Choice6","Other","Otro"
"QID87_QuestionText","Is your mentor/coach also your supervisor?","¿Es su mentor/asesor también su supervisor?"
"QID87_Choice1","Yes","Sí"
"QID87_Choice2","No","No"
"QID88_QuestionText","How often does your mentor/coach work with you?","¿Con qué frecuencia trabaja su mentor/asesor con usted?"
"QID88_Choice1","Once a week or more","Más de una vez a la semana"
"QID88_Choice2","Once every two weeks","Una vez cada dos semanas"
"QID88_Choice3","Once a month","Una vez al mes"
"QID88_Choice4","Less than once a month","Menos de una vez al mes"
"QID158_QuestionText","How helpful is the feedback/guidance from your coach/mentor?","¿Qué tan útiles son los comentarios/orientaciones de su asesor/mentor?"
"QID158_Choice1","Extremely helpful","Extremadamente útiles"
"QID158_Choice2","Very helpful","Muy útiles"
"QID158_Choice3","Moderately helpful","Moderadamente útiles"
"QID158_Choice4","Somewhat helpful","Algo útiles"
"QID158_Choice5","Not helpful at all","Nada útiles"
"QID89_QuestionText","Have you acted as a mentor/coach for other educators or trainees?","¿Se ha desempeñado como mentor/asesor de otros educadores o aprendices?"
"QID89_Choice1","Yes","Sí"
"QID89_Choice2","No","No"
