State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
AR,N/A,9-12,465410,AIML.Y1.2.5,"Perform operations of level-appropriate complexity with binary, decimal, and hexadecimal numbers",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.2.6,Demonstrate operator precedence in expressions and statements,Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.2.7,This standard is not specifically required until Year 2,Computational Thinking and Problem Solving,,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.2.8,This standard is not specifically required until Year 2,Computational Thinking and Problem Solving,,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.2.9,This standard is not specifically required until Year 2,Computational Thinking and Problem Solving,,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.3.1 ,"Define, store, access, and manipulate level-appropriate data (e.g., primitive, linear)","Data, Information, and Security",based,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.","Content Cluster 3: Students will analyze and utilize data through the use of computing devices.
Primitive data may include, but is not limited to, Boolean, character, double, float, and integer.
Linear data may include, but is not limited to, arrays, lists, strings, and vectors
Defining, storing, and accessing may include, but are not limited to, type declaration, variables, and modifiers (e.g., final, pass-by-value, pass-by-reference parameters, private, protected, public).
Manipulating data may include, but is not limited to, arranging (e.g., queuing, stacking), bit manipulation, casting, rearranging, and sorting.",Requirements are different but standards are somewhat related. AR standard is broader; CSTA standard could help to meet the AR standard.
AR,N/A,9-12,465410,AIML.Y1.3.2,Define and discuss different examples of level-appropriate quantitative and qualitative data,"Data, Information, and Security",different,,,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.3.3,This standard is not specifically required until Year 2,"Data, Information, and Security",,,,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.3.4,"Analyze, utilize, and visually represent level-appropriate data","Data, Information, and Security",based,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,AR and CSTA standards are related
AR,N/A,9-12,465410,AIML.Y1.3.5,Perform level-appropriate data analysis using computing tools,"Data, Information, and Security",based,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,"The ""help others better understand"" portion of the CSTA standard is related to the AR standard and interactive data visualizations are a computing tool."
AR,N/A,9-12,465410,AIML.Y1.4.1 ,Identify the five pillars of cybersecurity and evaluate the relevance of each pillar to computer science concepts,"Data, Information, and Security",different,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,No corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.4.2,"Research and describe different roles within the hacking community (e.g., white hat, black hat, gray hat hacking), including positive and negative motivations, significant impacts, and social stereotypes","Data, Information, and Security",different,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,No corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.4.3,"Research and describe the impacts of ransomware, trojans, viruses, and other malware","Data, Information, and Security",based,3A-NI-05,Give examples to illustrate how sensitive data can be affected by malware and other attacks.,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,Standards are related
AR,N/A,9-12,465410,AIML.Y1.4.4,Explain implications related to identification and responsible reporting of a vulnerability versus exploitation,"Data, Information, and Security",different,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.5.1 ,"Design and implement level-appropriate algorithms that use iteration, selection, and sequence",Algorithms and Programs,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.","Content Cluster 5: Students will create, evaluate, and modify algorithms.","The level 2 standard is more related to the AR standard than the level 3A standard: 3A-AP-15 Justify the selection of specific control structures when tradeoffs involve implementation,
readability, and program performance, and explain the benefits and drawbacks of choices
made."
AR,N/A,9-12,465410,AIML.Y1.5.2,Illustrate the flow of execution of algorithms in level-appropriate programs including branching and looping,Algorithms and Programs,based,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,"Content Cluster 5: Students will create, evaluate, and modify algorithms.",The level 2 standard is more related to the AR standard than the level 3 standards.
AR,N/A,9-12,465410,AIML.Y1.5.3,Evaluate the qualities of level-appropriate student-created and non-student-created algorithms,Algorithms and Programs,based,3B-AP-11,"Evaluate algorithms in terms of their efficiency, correctness, and clarity.","Content Cluster 5: Students will create, evaluate, and modify algorithms.",
AR,N/A,9-12,465410,AIML.Y1.5.4,Use a systematic approach to detect and resolve errors in a given algorithm,Algorithms and Programs,based,2-AP-17,Systematically test and refine programs using a range of test cases.,"Content Cluster 5: Students will create, evaluate, and modify algorithms.",The level 2 standard is more related to the AR standard than the level 3 standards.
AR,N/A,9-12,465410,AIML.Y1.5.5,This standard is not specifically required until Year 2,Algorithms and Programs,,,,"Content Cluster 5: Students will create, evaluate, and modify algorithms.",Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.6.1 ,Create programs using procedures to solve problems of level-appropriate complexity,Algorithms and Programs,based,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",Content Cluster 6: Students will create programs to solve problems.,
AR,N/A,9-12,465410,AIML.Y1.6.2,"Discuss and apply best practices of program design and format (e.g., descriptive names, documentation, indentation, user experience design, whitespace)",Algorithms and Programs,based,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.        ,Content Cluster 6: Students will create programs to solve problems.,CSTA standard mentions user experience but is not related to all aspects of AR standard
AR,N/A,9-12,465410,AIML.Y1.6.3,Determine the scope and state of variables declared in procedures and control structures over time,Algorithms and Programs,different,,,Content Cluster 6: Students will create programs to solve problems.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.6.4,"Create programs of level-appropriate complexity that read from standard input, write to standard output, read from a file, write to a file, and append to a file",Algorithms and Programs,different,,,Content Cluster 6: Students will create programs to solve problems.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.6.5,"Use a systematic approach to detect logic, runtime, and syntax errors within a program",Algorithms and Programs,based,2-AP-17,Systematically test and refine programs using a range of test cases.,Content Cluster 6: Students will create programs to solve problems.,The level 2 standard is more related to the AR standard than the level 3 standards.
AR,N/A,9-12,465410,AIML.Y1.7.1 ,Identify hardware and software specific to carrying out the mission of regional industries,Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.7.2,"Research advancing and emerging technologies (e.g., artificially intelligent agents, blockchain, extended reality, Internet of Things (IoT), machine learning, robotics)",Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.7.3,This standard is not specifically required until Year 2,Computers and Communications,,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.7.4,This standard is not specifically required until Year 2,Computers and Communications,,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.7.5,This standard is not specifically required until Year 2,Computers and Communications,,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.8.1 ,Utilize the command line to accomplish common network troubleshooting tasks at an introductory level,Computers and Communications,different,,,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,No corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.8.2,Research and describe common networking concepts at an introductory level,Computers and Communications,based,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing.",Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,Standards are related but what students will be doing differs.CSTA standard 2-NI-04 is also related to the AR standard. Neither CSTA standard focuses on researching.
AR,N/A,9-12,465410,AIML.Y1.8.3,"Research and describe modems, network interface cards, routers (e.g., consumer, industrial), switches, and wireless access points, and identify their purposes within a network",Computers and Communications,based,3A-NI-04,"Evaluate the scalability and reliability of networks, by describing the relationship between routers, switches, servers, topology, and addressing.",Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,Standards are related. 
AR,N/A,9-12,465410,AIML.Y1.8.4,Describe the importance of creating and using common rules for communication and the utilization of common network protocols including the relationship between client and server,Computers and Communications,based,2-NI-04,Model the role of protocols in transmitting data across networks and the Internet.,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,The level 2 standard is the most closely related CSTA standard.
AR,N/A,9-12,465410,AIML.Y1.9.1 ,"Compare and contrast computer programming paradigms (e.g., functional, imperative, object-oriented)",Computers and Communications,based,3B-AP-24,Compare multiple programming languages and discuss how their features make them suitable for solving different types of problems.,Content Cluster 9: Students will utilize appropriate hardware and software.,Standards are related
AR,N/A,9-12,465410,AIML.Y1.9.2,"Research, describe, and utilize at an appropriate level:
◼ debugging strategies
◼ integrated development environments (IDE)
◼ source-code editors
◼ version control strategies",Computers and Communications,based,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",Content Cluster 9: Students will utilize appropriate hardware and software.,Standards are related though AR also includes 
AR,N/A,9-12,465410,AIML.Y1.9.3,"Classify layers of software (e.g., applications, drivers, firmware, operating systems) utilized within various platforms (e.g., Android, ChromeOS, iOS, Linux, macOS, Windows)",Computers and Communications,based,3A-CS-02,"Compare levels of abstraction and interactions between application software, system software, and hardware layers.",Content Cluster 9: Students will utilize appropriate hardware and software.,Standards are related
AR,N/A,9-12,465410,AIML.Y1.9.4,Identify and describe the purpose of hardware components within various personal computing platforms,Computers and Communications,based,1A-CS-02,Use appropriate terminology in identifying and describing the function of common physical components of computing systems (hardware).,Content Cluster 9: Students will utilize appropriate hardware and software.,Level 1A CSTA standard is the only standard that specifically has students identify and describe hardward components but it is at a much lower level.
AR,N/A,9-12,465410,AIML.Y1.10.1 ,Research and describe the risks and risk mitigation strategies associated with the utilization and implementation of social media and other digital technology implications,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard / more digital citizenship related
AR,N/A,9-12,465410,AIML.Y1.10.2,This standard is not specifically required until Year 2,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.10.3,Research and describe the potential benefits associated with the utilization and implementation of social media and other digital technologies,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard / more digital citizenship related
AR,N/A,9-12,465410,AIML.Y1.10.4,"Research and describe the relationship between access and security (e.g., active and passive data, convenience, data mining, digital marketing, online wallets, privacy, theft of personal information)",Professionalism and Impacts of Computing,based,3A-NI-07,"Compare various security measures, considering tradeoffs between the usability and security of a computing system.",Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Standards are related
AR,N/A,9-12,465410,AIML.Y1.10.5,This standard is not specifically required until Year 2,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.10.6,Research the history of computing devices and their impact on society,Professionalism and Impacts of Computing,based,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Standards are related
AR,N/A,9-12,465410,AIML.Y1.10.7,"Research and identify diverse careers and career opportunities (e.g., accessibility, availability, demand) that are influenced by computer science and the technical and soft skills needed for each",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.10.8,This standard is not specifically required until Year 2,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,Not applicable at this level
AR,N/A,9-12,465410,AIML.Y1.11.1 ,"Communicate basic technical information effectively to diverse audiences including, but not limited to, non-technical audience members",Professionalism and Impacts of Computing,based,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,Standards are related / CSTA standard is not necessarily technical information but could be.
AR,N/A,9-12,465410,AIML.Y1.11.2,Describe and utilize the concepts of storytelling with data,Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.11.3,"Describe the following common types of data bias:
◼ confirmation bias
◼ confounding variables
◼ outliers
◼ overfitting/underfitting
◼ selection bias",Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.11.4,Compare and contrast causation and correlation,Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No specific corresponding CSTA standard
AR,N/A,9-12,465410,AIML.Y1.11.5,"Compare and contrast interpreting data, inferring using data, and implicating with data",Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.1.1 ,"Leverage problem-solving strategies to solve problems of level-appropriate complexity
Include solving problems by backtracking, pattern recognition, and searching through classic searches including, but not limited to, heuristic search strategies",Computational Thinking and Problem Solving,based,3B-AP-15,Analyze a large-scale computational problem and identify generalizable patterns that can be applied to a solution.,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,Standards are related
AR,N/A,9-12,465420,AIML.Y2.1.2,"Analyze and utilize multiple representations of problem-solving logic used to solve problems of appropriate complexity
Include representations of backtracking of constraint satisfaction problems, decision trees with and without operator costs, and game-based adversarial searches",Computational Thinking and Problem Solving,based,3B-AP-15,Analyze a large-scale computational problem and identify generalizable patterns that can be applied to a solution.,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,Standards are related
AR,N/A,9-12,465420,AIML.Y2.1.3,Analyze and utilize collaborative methods in problem solving of level-appropriate complexity,Computational Thinking and Problem Solving,based,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,Both standards are related to collaboration. AR standard is about collaborative methods while the CSTA standard is about collaborative tools. 
AR,N/A,9-12,465420,AIML.Y2.1.4,Analyze and utilize level-appropriate troubleshooting strategies for hardware and software,Computational Thinking and Problem Solving,based,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,Standards are related
AR,N/A,9-12,465420,AIML.Y2.1.5,"Decompose problems, including constraint satisfaction problems, of level-appropriate complexity",Computational Thinking and Problem Solving,based,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",Content Cluster 1: Students will analyze and utilize problem-solving strategies.,Standards are related
AR,N/A,9-12,465420,AIML.Y2.1.6,"Analyze and utilize decision theory techniques (e.g., adversarial searches, decision networks, game theory, influence diagrams, Markov decision processes, probability theory, satisficing, utility theory) to represent and solve problems of level-appropriate complexity",Computational Thinking and Problem Solving,different,,,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.1.7,"Research, describe, and utilize goal reaching strategies, decision-making concepts, and historical context of thinking humanly as found within the field of artificial intelligence and machine learning including, but not limited to, cognitive modelling (e.g., brain imaging, introspection, psychological testing)",Computational Thinking and Problem Solving,different,,,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.1.8,"Research, describe, and utilize goal-reaching strategies, decision-making concepts, and historical context of acting humanly as found within the field of artificial intelligence and machine learning including, but not limited to, operational tests for intelligent behavior (e.g., Turing Test)",Computational Thinking and Problem Solving,different,,,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.1.9,"Research, describe, and utilize goal-reaching strategies, decision-making concepts, and historical context of thinking rationally as found within the field of artificial intelligence and machine learning including Laws of Thought (e.g., Law of Excluded Middle, Law of Identity, Law of Noncontradiction)",Computational Thinking and Problem Solving,different,,,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.1.10,"Research, describe, and utilize goal-reaching strategies, decision-making concepts, and historical contexts of acting rationally as found within the field of artificial intelligence and machine learning, including the use and limitations of rational agents",Computational Thinking and Problem Solving,different,,,Content Cluster 1: Students will analyze and utilize problem-solving strategies.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.1 ,"Construct and evaluate compound expressions using multiple relational and logical operators, including the use of laws of logic symbology (e.g., p, ∼p, ⊃, ∀), to represent and solve problems of a level appropriate complexity",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.2,"Analyze the concepts and utilization of intelligent agents (e.g., agent programs, architecture, environments, goal-based agents, learning agents, model-based agents, rational agents, utility-based agents) and logical agents",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.3,"Compare and contrast concepts and utilization of first-order logic, fuzzy logic, probability theory, propositional logic, and temporal logic",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.4,"Analyze and utilize concepts of abstraction as modeling and abstraction as encapsulation
Must include the concept of the abstraction of real-world information in order to define a usable state space",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,"The CSTA standards that mention abstraction, 3A-CS-01 and 3A-CS-02 are in the computing systems area while the category of the AR standard is computational thinking so they differ."
AR,N/A,9-12,465420,AIML.Y2.2.5,"Perform operations of level-appropriate complexity with binary, octal, decimal, and hexadecimal numbers",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.6,Continuation of this standard is not specifically included or excluded,Computational Thinking and Problem Solving,,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,
AR,N/A,9-12,465420,AIML.Y2.2.7,"Analyze the utilization of conditional probability, including the application of Bayes Theorem and naive Bayes models, in the development and application of machine learning",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.8,"Analyze and utilize automated planning (e.g., classical, hierarchical, non-deterministic, scheduling)",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.2.9,"Analyze and apply strategies used to overcome issues of uncertainty (e.g., nondeterminism, partial observation)",Computational Thinking and Problem Solving,different,,,Content Cluster 2: Students will analyze and utilize connections between concepts of mathematics and computer science.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.3.1 ,"Create programs to store, access, and manipulate level-appropriate data (e.g., structured data, objects)","Data, Information, and Security",based,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,Closest related CSTA standard
AR,N/A,9-12,465420,AIML.Y2.3.2,Define and discuss different examples of level-appropriate quantitative and qualitative data,"Data, Information, and Security",different,,,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.3.3,"Research, discuss, and create level-appropriate programs to model and simulate probabilistic and real-world scenarios","Data, Information, and Security",based,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,Standards are related. CSTA standard 3A-DA-11 is also related but does not involve creating programs that model or simulate.
AR,N/A,9-12,465420,AIML.Y2.3.4,"Analyze, utilize, and visually represent level-appropriate static and dynamic data","Data, Information, and Security",based,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,Standards are related.
AR,N/A,9-12,465420,AIML.Y2.3.5,"Perform level-appropriate data analysis using computing tools
Computing tools must include data mining and machine learning software (e.g., WEKA)","Data, Information, and Security",based,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,Content Cluster 3: Students will analyze and utilize data through the use of computing devices.,Selected CSTA standard and CSTA standard 3B-DA-05 are somewhat related but do not focus on machine learning.
AR,N/A,9-12,465420,AIML.Y2.4.1 ,Apply the five pillars of cybersecurity as applicable to level-appropriate computer science concepts,"Data, Information, and Security",different,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.4.2,Continuation of this standard is not specifically included or excluded,"Data, Information, and Security",,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,
AR,N/A,9-12,465420,AIML.Y2.4.3,"Research and describe common attacks on hardware, software, and networks","Data, Information, and Security",based,3A-NI-05,Give examples to illustrate how sensitive data can be affected by malware and other attacks.,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,Standards are related
AR,N/A,9-12,465420,AIML.Y2.4.4,Continuation of this standard is not specifically included or excluded,"Data, Information, and Security",,,,Content Cluster 4: Students will analyze and utilize concepts of cybersecurity.,
AR,N/A,9-12,465420,AIML.Y2.5.1 ,"Design and implement level-appropriate algorithms that use iteration, recursion, selection, and sequence",Algorithms and Programs,based,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.","Content Cluster 5: Students will create, evaluate, and modify algorithms.","The level 2 standard is more related to the AR standard than the level 3A standard: 3A-AP-15 Justify the selection of specific control structures when tradeoffs involve implementation,
readability, and program performance, and explain the benefits and drawbacks of choices
made."
AR,N/A,9-12,465420,AIML.Y2.5.2,"Evaluate multiple student-created algorithms and non-student-created algorithms in terms of time and space complexities (e.g., Big O notation)",Algorithms and Programs,based,3B-AP-11,"Evaluate algorithms in terms of their efficiency, correctness, and clarity.","Content Cluster 5: Students will create, evaluate, and modify algorithms.",Standards are related though what algorithms are being evalutated for differs.
AR,N/A,9-12,465420,AIML.Y2.5.3,Evaluate the qualities of level-appropriate student-created and non-student-created algorithms including classic search and sort algorithms,Algorithms and Programs,based,3B-AP-11,"Evaluate algorithms in terms of their efficiency, correctness, and clarity.","Content Cluster 5: Students will create, evaluate, and modify algorithms.",Standards are related though what algorithms are being evalutated for differs.
AR,N/A,9-12,465420,AIML.Y2.5.4,"Use a systematic approach to detect and resolve errors in a given algorithm
Discuss classification errors, their causes, and the issues they cause within artificial intelligence and machine learning ",Algorithms and Programs,different,,,"Content Cluster 5: Students will create, evaluate, and modify algorithms.",None of the CSTA standards has anything about classification erros.
AR,N/A,9-12,465420,AIML.Y2.5.5,Identify and utilize the metrics for measuring artificial intelligence and machine learning algorithms,Algorithms and Programs,different,,,"Content Cluster 5: Students will create, evaluate, and modify algorithms.",No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.6.1 ,"Create programs to solve problems of level-appropriate complexity
Programs must also utilize supervised learning algorithms, unsupervised learning algorithms, or reinforcement learning algorithms at an appropriate level",Algorithms and Programs,different,,,Content Cluster 6: Students will create programs to solve problems.,No specific corresponding CSTA standard. There are CSTA standard related to creating programs to solve prblems but they do not have anything to do with learning algorithms. 3B-AP-09 is probably the closest related standard.
AR,N/A,9-12,465420,AIML.Y2.6.2,"Discuss and apply best practices of program design and format (e.g., descriptive names, documentation, indentation, user experience design, whitespace)",Algorithms and Programs,based,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.        ,Content Cluster 6: Students will create programs to solve problems.,CSTA standard mentions user experience but is not related to all aspects of AR standard
AR,N/A,9-12,465420,AIML.Y2.6.3,Continuation of this standard is not specifically included or excluded,Algorithms and Programs,,,,Content Cluster 6: Students will create programs to solve problems.,
AR,N/A,9-12,465420,AIML.Y2.6.4,"Create programs that read from, write to, and append to a file of level-appropriate complexity that includes structured data",Algorithms and Programs,different,,,Content Cluster 6: Students will create programs to solve problems.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.6.5,"Use a systematic approach to detect logic, runtime, and syntax errors within a program",Algorithms and Programs,based,2-AP-17,Systematically test and refine programs using a range of test cases.,Content Cluster 6: Students will create programs to solve problems.,The level 2 standard is more related to the AR standard than the level 3 standards.
AR,N/A,9-12,465420,AIML.Y2.7.1 ,"Utilize hardware and/or software to solve level-appropriate industry-based problems
Identify applications, libraries, and software packages (e.g., MATLAB, R, NumPy, Octave) utilized within artificial intelligence and machine learning industries ",Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No specific corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.7.2,"Research cutting-edge technologies that incorporate artificial intelligence and machine learning as a core component of its decision making processes (e.g., autonomous vehicles, recommended purchase suggestions, speech recognition)",Computers and Communications,based,3B-AP-08,Describe how artificial intelligence drives many software and physical systems.,Content Cluster 7: Students will analyze the utilization of computers within industry.,Closest related CSTA standard
AR,N/A,9-12,465420,AIML.Y2.7.3,"Compare and contrast the types of machine learning, including supervised learning algorithms, unsupervised learning algorithms, and reinforcement learning algorithms",Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.7.4,"Compare and contrast concepts and uses of machine learning, deep learning, general artificial intelligence, and narrow artificial intelligence",Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.7.5,Identify industry standard terminology within the fields of artificial intelligence and machine learning,Computers and Communications,different,,,Content Cluster 7: Students will analyze the utilization of computers within industry.,No corresponding CSTA standard
AR,N/A,9-12,465420,AIML.Y2.8.1 ,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,
AR,N/A,9-12,465420,AIML.Y2.8.2,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,
AR,N/A,9-12,465420,AIML.Y2.8.3,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,
AR,N/A,9-12,465420,AIML.Y2.8.4,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 8: Students will analyze communication methods and systems used to transmit information among computing devices.,
